Image_Id,X,Y,Z
Cessna-0003,5,2.1,0
Cessna-0004,5,2.125,0
Cessna-0005,5,2.5,0
Cessna-0006,5,1.875,0
Cessna-0007,5,2,0
Cessna-0008,5,2.125,0
Cessna-0009,5,0.5,0
Cessna-0010,5,0.625,0
Cessna-0011,5,1.375,0
Cessna-0012,5,1.5,0
Cessna-0013,5,1.625,0
Cessna-0023,-1000,-1000,0
Cessna-0052,-1000,-1000,0
Cessna-0053,-1000,-1000,0
Cessna-0054,-1000,-1000,0
Cessna-0056,-1000,-1000,0
Cessna-0065,-1000,-1000,0
Cessna-0066,-1000,-1000,0
